employee_id,birth_date,Age,Hire_Year,Attrition,BusinessTravel,Department,Education,EducationField,Gender,EnvironmentSatisfaction,JobLevel,JobRole,JobSatisfaction,OverTime,PerformanceRating,RelationshipSatisfaction,WorkLifeBalance,YearsAtCompany,city,university,rupiah_monthly_income,vaccinations,childern,MartialStatus,Survey Year
170,11/8/1973,49,2007,No,Travel_Rarely,Research & Development,Master,Medical,Female,3,2,Manufacturing Director,1,No,3,3,2,15,Bogor,Universitas Negeri Semarang,11607200,Booster,0,Singgle,2022
171,8/12/1979,43,2019,No,Travel_Frequently,Research & Development,Undergraduate,Medical,Female,2,1,Research Scientist,3,No,3,4,3,3,Bekasi,Universitas Diponegoro,8682400,Booster,0,Singgle,2022
174,11/10/1972,50,2020,No,Travel_Frequently,Sales,Undergraduate,Marketing,Female,3,3,Sales Executive,4,No,3,4,3,2,Tangerang Selatan,Universitas Indonesia,15832800,One,1,Divorced,2022
175,3/13/1991,31,2020,Yes,Travel_Rarely,Sales,Undergraduate,Life Sciences,Female,2,2,Sales Executive,3,Yes,3,3,3,2,Jakarta Selatan,Universitas Padjadjaran,8394400,Booster,0,Singgle,2022
176,3/15/1981,41,2013,No,Travel_Rarely,Sales,Undergraduate,Life Sciences,Male,3,3,Sales Executive,3,Yes,3,3,3,9,Jakarta Pusat,Institut Teknologi Bandung,14202400,Booster,1,Divorced,2022
177,5/30/1996,26,2014,No,Travel_Rarely,Human Resources,Undergraduate,Life Sciences,Female,3,1,Human Resources,3,No,4,4,3,8,Bogor,Universitas Negeri Malang,5807200,Booster,1,Divorced,2022
178,7/3/1986,36,2019,No,Travel_Rarely,Research & Development,Diploma,Medical,Male,2,2,Manufacturing Director,2,No,4,4,3,3,Tangerang,Institut Teknologi Sepuluh Nopember,9005600,One,0,Singgle,2022
179,7/12/1971,51,2018,Yes,Travel_Frequently,Research & Development,Master,Life Sciences,Male,1,3,Manufacturing Director,4,No,3,4,3,4,Tangerang,Universitas Negeri Semarang,18140000,Two,1,Married,2022
182,9/17/1983,39,2007,No,Travel_Rarely,Sales,Master,Life Sciences,Female,4,2,Sales Executive,3,No,3,3,4,15,Jakarta Pusat,Universitas Indonesia,10543200,One,0,Singgle,2022
183,2/4/1997,25,2020,No,Travel_Rarely,Sales,Undergraduate,Life Sciences,Male,1,2,Sales Executive,3,No,3,4,3,2,Jakarta Selatan,Universitas Negeri Semarang,14922400,One,2,Married,2022
184,7/13/1992,30,2011,No,Travel_Rarely,Human Resources,Undergraduate,Human Resources,Male,3,2,Human Resources,4,Yes,3,4,1,11,Depok,Universitas Indonesia,11255200,One,0,Singgle,2022
190,7/13/1990,32,2017,Yes,Travel_Rarely,Research & Development,Undergraduate,Medical,Female,1,1,Laboratory Technician,1,No,4,1,4,5,Tangerang Selatan,Universitas Sebelas Maret,7820000,One,0,Singgle,2022
192,10/6/1977,45,2016,No,Travel_Rarely,Research & Development,Undergraduate,Medical,Male,3,1,Research Scientist,4,No,3,2,2,6,Jakarta Selatan,Institut Pertanian Bogor,6623200,Two,0,Singgle,2022
193,3/4/1984,38,2019,No,Travel_Rarely,Research & Development,Doctor,Technical Degree,Female,4,2,Research Scientist,3,Yes,4,2,3,3,Jakarta Utara,Universitas Diponegoro,8007200,Two,0,Singgle,2022
194,7/13/1992,30,2017,No,Travel_Rarely,Research & Development,Undergraduate,Life Sciences,Female,1,1,Research Scientist,3,No,3,3,2,5,Jakarta Utara,Universitas Gadjah Mada,5311200,One,0,Singgle,2022
195,1/10/1990,32,2014,No,Travel_Frequently,Sales,Diploma,Medical,Male,4,2,Sales Executive,4,No,3,4,4,8,Jakarta Selatan,Universitas Pendidikan Indonesia,8568800,One,1,Married,2022
197,8/13/1992,30,2019,No,Travel_Rarely,Research & Development,Undergraduate,Technical Degree,Female,4,1,Research Scientist,1,No,3,4,3,3,Bogor,Universitas Sebelas Maret,6226400,Two,0,Singgle,2022
198,2/8/1992,30,2017,No,Travel_Rarely,Research & Development,Undergraduate,Medical,Male,2,1,Laboratory Technician,4,No,3,4,3,5,Tangerang,Institut Teknologi Bandung,5452000,Two,2,Married,2022
199,10/6/1981,41,2015,No,Travel_Frequently,Research & Development,Undergraduate,Life Sciences,Male,4,4,Manager,1,No,3,2,2,7,Jakarta Selatan,Universitas Diponegoro,28589600,One,0,Singgle,2022
200,1/1/1981,41,2017,No,Travel_Rarely,Research & Development,Master,Life Sciences,Male,3,1,Laboratory Technician,1,No,4,4,3,5,Jakarta Utara,Universitas Gadjah Mada,4680800,Booster,0,Singgle,2022
201,10/17/2003,19,2021,No,Travel_Rarely,Research & Development,Undergraduate,Medical,Female,2,1,Laboratory Technician,2,No,3,4,3,1,Tangerang Selatan,Universitas Indonesia,3472800,One,0,Married,2022
202,2/10/1982,40,2002,No,Travel_Frequently,Research & Development,Undergraduate,Medical,Female,2,2,Research Scientist,2,No,3,1,3,20,Tangerang Selatan,Universitas Sebelas Maret,10068000,Two,2,Married,2022
204,3/22/1987,35,2012,No,Travel_Rarely,Sales,Doctor,Marketing,Male,3,3,Sales Executive,2,No,3,1,3,10,Jakarta Timur,Universitas Gadjah Mada,12772000,Two,2,Married,2022
205,12/8/1969,53,2015,No,Travel_Rarely,Sales,Diploma,Marketing,Male,2,2,Sales Representative,3,Yes,4,4,1,7,Jakarta Utara,Universitas Diponegoro,4789600,Two,0,Singgle,2022
206,3/9/1977,45,2005,No,Travel_Rarely,Research & Development,Undergraduate,Life Sciences,Male,2,2,Laboratory Technician,2,No,3,3,1,17,Jakarta Utara,Universitas Brawijaya,4856800,Booster,3,Divorced,2022
207,5/26/1990,32,2013,No,Travel_Frequently,Sales,Undergraduate,Marketing,Female,2,3,Sales Executive,4,No,3,4,3,9,Tangerang,Universitas Indonesia,15496800,Two,0,Singgle,2022
208,6/10/1993,29,2012,No,Non-Travel,Research & Development,Undergraduate,Technical Degree,Male,4,2,Manufacturing Director,3,No,3,1,3,10,Tangerang Selatan,Universitas Indonesia,8010400,One,0,Singgle,2022
211,9/20/1971,51,2021,No,Travel_Rarely,Research & Development,Master,Medical,Male,2,2,Manufacturing Director,3,No,3,3,3,1,Tangerang,Universitas Brawijaya,10911200,One,0,Singgle,2022
214,10/13/1964,58,2021,No,Travel_Rarely,Research & Development,Undergraduate,Medical,Female,2,1,Research Scientist,2,Yes,4,2,2,1,Tangerang Selatan,Universitas Diponegoro,6453600,Booster,0,Singgle,2022
215,10/17/1982,40,2010,No,Travel_Rarely,Sales,Master,Marketing,Male,3,3,Sales Executive,4,No,3,1,2,12,Jakarta Selatan,Universitas Negeri Semarang,18468000,Booster,0,Singgle,2022
216,10/8/1988,34,2018,No,Travel_Frequently,Sales,Master,Marketing,Female,3,1,Sales Representative,3,No,3,4,3,4,Tangerang Selatan,Universitas Indonesia,4669600,One,1,Married,2022
217,1/26/2000,22,2020,No,Travel_Rarely,Research & Development,Undergraduate,Medical,Male,3,1,Research Scientist,4,No,4,1,3,2,Tangerang,Universitas Diponegoro,4816800,Two,2,Married,2022
218,5/8/1995,27,2020,No,Non-Travel,Research & Development,Undergraduate,Medical,Male,4,1,Research Scientist,2,No,3,4,1,2,Jakarta Utara,Institut Teknologi Bandung,4338400,One,0,Singgle,2022
221,9/13/1994,28,2017,No,Travel_Rarely,Research & Development,Undergraduate,Medical,Male,3,1,Research Scientist,4,No,3,3,1,5,Jakarta Utara,Universitas Brawijaya,5440800,Booster,0,Singgle,2022
223,8/28/1965,57,2017,No,Travel_Rarely,Research & Development,Diploma,Life Sciences,Male,3,3,Healthcare Representative,4,Yes,3,2,1,5,Tangerang Selatan,Institut Teknologi Sepuluh Nopember,16202400,One,1,Married,2022
224,10/8/1995,27,2021,No,Non-Travel,Research & Development,Undergraduate,Medical,Male,3,1,Research Scientist,3,Yes,3,4,2,1,Jakarta Pusat,Universitas Bina Nusantara,5205600,Booster,2,Married,2022
226,6/10/1972,50,2017,No,Travel_Rarely,Research & Development,Undergraduate,Life Sciences,Female,3,5,Manager,2,No,3,2,3,5,Tangerang,Universitas Bina Nusantara,32981600,Booster,1,Divorced,2022
227,6/23/1981,41,2013,No,Travel_Rarely,Research & Development,Undergraduate,Life Sciences,Male,1,1,Research Scientist,3,No,3,1,3,9,Bogor,Universitas Pendidikan Indonesia,5021600,One,0,Singgle,2022
228,12/15/1992,30,2012,No,Travel_Rarely,Sales,Undergraduate,Life Sciences,Female,2,3,Sales Executive,4,No,3,3,3,10,Jakarta Pusat,Universitas Indonesia,16170400,Booster,2,Married,2022
230,4/9/1984,38,2014,No,Travel_Rarely,Sales,Master,Life Sciences,Female,1,2,Sales Executive,4,No,4,3,4,8,Jakarta Utara,Universitas Airlangga,14997600,One,0,Singgle,2022
231,5/10/1990,32,2017,No,Travel_Rarely,Research & Development,Doctor,Life Sciences,Male,3,1,Research Scientist,3,No,4,1,3,5,Bogor,Universitas Bina Nusantara,5960800,One,0,Singgle,2022
233,11/10/1995,27,2017,No,Travel_Rarely,Research & Development,Undergraduate,Technical Degree,Male,3,1,Research Scientist,2,Yes,3,4,2,5,Jakarta Pusat,Universitas Brawijaya,5992800,One,1,Married,2022
235,11/29/2003,19,2022,Yes,Travel_Frequently,Sales,Undergraduate,Technical Degree,Female,3,1,Sales Representative,1,No,4,1,4,0,Jakarta Timur,Universitas Diponegoro,4820000,One,0,Singgle,2022
238,7/13/1986,36,2014,No,Travel_Frequently,Research & Development,Diploma,Medical,Male,4,1,Laboratory Technician,2,No,3,3,2,8,Depok,Universitas Sebelas Maret,4440800,Booster,0,Singgle,2022
239,12/13/1992,30,2010,No,Non-Travel,Research & Development,Undergraduate,Medical,Male,3,2,Laboratory Technician,1,No,3,3,3,12,Tangerang Selatan,Universitas Indonesia,6015200,Two,1,Married,2022
240,3/13/1977,45,2017,No,Travel_Rarely,Sales,Diploma,Life Sciences,Female,3,2,Sales Executive,1,Yes,3,1,4,5,Depok,Universitas Indonesia,9109600,One,1,Married,2022
241,10/21/1966,56,2020,No,Travel_Rarely,Research & Development,Undergraduate,Life Sciences,Female,3,1,Research Scientist,1,Yes,3,3,3,2,Tangerang,Universitas Gadjah Mada,7911200,Two,1,Married,2022
242,11/8/1989,33,2019,No,Travel_Rarely,Research & Development,Undergraduate,Life Sciences,Male,3,1,Research Scientist,4,No,3,1,4,3,Jakarta Selatan,Universitas Gadjah Mada,5100000,One,0,Singgle,2022
243,11/8/2003,19,2021,Yes,Travel_Rarely,Research & Development,Undergraduate,Life Sciences,Male,2,1,Laboratory Technician,4,No,4,3,2,1,Bogor,Universitas Gadjah Mada,2863200,One,0,Singgle,2022
244,2/10/1976,46,1998,No,Travel_Rarely,Sales,Diploma,Marketing,Female,2,3,Sales Executive,1,No,4,3,3,24,Bogor,Universitas Negeri Malang,17824800,Booster,1,Divorced,2022
245,10/26/1984,38,2020,No,Travel_Rarely,Research & Development,Diploma,Life Sciences,Female,3,1,Laboratory Technician,4,No,3,3,3,2,Bekasi,Universitas Gadjah Mada,4760800,One,2,Married,2022
246,9/17/1991,31,2018,No,Travel_Rarely,Research & Development,Undergraduate,Medical,Female,3,1,Research Scientist,4,Yes,4,3,3,4,Jakarta Selatan,Universitas Indonesia,7386400,Booster,0,Singgle,2022
247,11/10/1988,34,2019,No,Travel_Rarely,Research & Development,Diploma,Medical,Female,4,1,Research Scientist,2,No,3,4,3,3,Tangerang Selatan,Universitas Gadjah Mada,4797600,Booster,0,Singgle,2022
248,6/10/1981,41,2018,Yes,Travel_Rarely,Sales,Diploma,Marketing,Female,2,1,Sales Representative,2,Yes,4,4,2,4,Jakarta Selatan,Institut Pertanian Bogor,6124000,Booster,1,Divorced,2022
249,9/12/1972,50,2019,No,Travel_Rarely,Research & Development,Undergraduate,Medical,Male,3,1,Laboratory Technician,3,No,3,4,2,3,Depok,Institut Teknologi Bandung,7004000,Booster,0,Singgle,2022
250,10/8/1969,53,2018,No,Travel_Rarely,Research & Development,Diploma,Medical,Female,4,2,Manufacturing Director,1,No,3,3,3,4,Jakarta Pusat,Universitas Padjadjaran,8220000,One,0,Singgle,2022
252,7/8/1989,33,2014,No,Travel_Rarely,Research & Development,Undergraduate,Medical,Female,4,1,Research Scientist,2,No,3,4,3,8,Jakarta Utara,Universitas Gadjah Mada,5509600,One,0,Singgle,2022
253,11/8/1982,40,2002,No,Travel_Rarely,Research & Development,Undergraduate,Medical,Female,4,5,Manager,3,No,3,2,3,20,Tangerang,Institut Teknologi Bandung,31552800,One,1,Married,2022
254,2/25/1967,55,1998,No,Travel_Rarely,Research & Development,Master,Medical,Male,3,5,Research Director,2,No,3,4,3,24,Jakarta Selatan,Universitas Negeri Semarang,31055200,One,0,Singgle,2022
256,10/13/1988,34,2012,No,Travel_Frequently,Research & Development,Undergraduate,Life Sciences,Male,4,2,Manufacturing Director,3,No,3,3,2,10,Bogor,Universitas Negeri Semarang,16375200,One,1,Divorced,2022
258,6/21/1971,51,2015,No,Travel_Rarely,Research & Development,Undergraduate,Medical,Female,4,4,Healthcare Representative,2,No,3,3,3,7,Jakarta Utara,Universitas Padjadjaran,23074400,One,0,Singgle,2022
259,5/13/1970,52,1989,No,Travel_Rarely,Research & Development,Master,Life Sciences,Male,3,5,Manager,3,No,3,1,3,33,Jakarta Utara,Universitas Diponegoro,33098400,One,1,Married,2022
260,5/8/1995,27,2015,No,Travel_Rarely,Research & Development,Undergraduate,Medical,Female,4,1,Research Scientist,2,No,3,4,2,7,Jakarta Selatan,Institut Teknologi Sepuluh Nopember,4746400,Two,3,Married,2022
261,1/13/1987,35,2021,Yes,Travel_Rarely,Research & Development,Diploma,Life Sciences,Male,2,2,Manufacturing Director,3,Yes,3,1,3,1,Jakarta Selatan,Universitas Indonesia,10565600,One,1,Married,2022
262,10/18/1979,43,2017,No,Non-Travel,Research & Development,Undergraduate,Medical,Male,4,1,Research Scientist,4,No,3,4,4,5,Jakarta Timur,Universitas Gadjah Mada,4442400,Booster,1,Married,2022
264,11/10/1977,45,2002,No,Non-Travel,Research & Development,Diploma,Medical,Male,1,4,Manager,4,No,4,4,3,20,Tangerang,Universitas Pendidikan Indonesia,27967200,One,0,Singgle,2022
267,11/8/1985,37,2014,No,Travel_Rarely,Research & Development,Undergraduate,Life Sciences,Male,2,1,Research Scientist,1,Yes,3,1,2,8,Jakarta Utara,Universitas Airlangga,6802400,One,1,Married,2022
269,7/8/1987,35,2016,No,Travel_Frequently,Research & Development,Undergraduate,Medical,Female,2,2,Laboratory Technician,2,No,3,4,3,6,Jakarta Selatan,Universitas Negeri Semarang,8180000,Booster,1,Married,2022
270,10/13/1980,42,2017,No,Non-Travel,Research & Development,Diploma,Medical,Female,3,2,Manufacturing Director,3,No,3,2,3,5,Tangerang Selatan,Universitas Gadjah Mada,9524000,Two,2,Married,2022
271,7/18/1984,38,2021,No,Travel_Rarely,Research & Development,Master,Life Sciences,Male,4,2,Manufacturing Director,3,No,3,2,3,1,Bekasi,Universitas Gadjah Mada,11584800,Booster,0,Singgle,2022
273,2/8/1984,38,2015,No,Travel_Rarely,Research & Development,Undergraduate,Technical Degree,Male,4,2,Manufacturing Director,4,No,3,1,1,7,Jakarta Selatan,Universitas Negeri Malang,11117600,One,0,Married,2022
274,7/15/1995,27,2020,No,Travel_Frequently,Research & Development,Undergraduate,Technical Degree,Male,3,2,Manufacturing Director,1,No,3,3,3,2,Jakarta Selatan,Universitas Sebelas Maret,7976800,Two,0,Singgle,2022
275,5/24/1973,49,2015,No,Non-Travel,Research & Development,Master,Life Sciences,Male,4,2,Manufacturing Director,4,Yes,3,1,3,7,Bogor,Universitas Sebelas Maret,11986400,Two,1,Divorced,2022
277,1/16/1988,34,2017,No,Travel_Frequently,Research & Development,Master,Medical,Male,4,1,Research Scientist,3,Yes,3,4,4,5,Depok,Others,7204000,Booster,1,Married,2022
281,1/13/1982,40,2015,No,Travel_Rarely,Research & Development,Diploma,Medical,Male,3,2,Laboratory Technician,4,Yes,3,3,4,7,Tangerang Selatan,Universitas Gadjah Mada,5485600,Booster,1,Divorced,2022
282,11/10/1984,38,2021,Yes,Travel_Rarely,Research & Development,Undergraduate,Medical,Male,2,2,Healthcare Representative,1,Yes,3,2,3,1,Jakarta Pusat,Universitas Negeri Malang,11776800,One,1,Married,2022
283,11/9/1993,29,2012,Yes,Travel_Rarely,Sales,Undergraduate,Marketing,Female,2,3,Sales Executive,4,No,4,4,2,10,Tangerang Selatan,Universitas Negeri Malang,13322400,One,0,Singgle,2022
284,7/26/2000,22,2018,No,Travel_Rarely,Research & Development,Undergraduate,Life Sciences,Male,4,1,Research Scientist,2,Yes,3,1,2,4,Tangerang Selatan,Universitas Padjadjaran,4824800,One,2,Married,2022
286,5/10/1986,36,2014,No,Travel_Frequently,Research & Development,Undergraduate,Medical,Female,2,1,Laboratory Technician,4,No,3,1,3,8,Tangerang,Universitas Diponegoro,4544800,Two,2,Married,2022
287,10/28/1982,40,2019,No,Non-Travel,Research & Development,Doctor,Life Sciences,Male,4,2,Healthcare Representative,4,No,3,4,1,3,Jakarta Utara,Universitas Brawijaya,8901600,One,0,Singgle,2022
288,12/13/1976,46,2018,No,Travel_Rarely,Research & Development,Master,Medical,Male,4,3,Healthcare Representative,1,No,3,3,3,4,Jakarta Selatan,Universitas Negeri Malang,16133600,One,1,Married,2022
291,1/8/1990,32,2008,Yes,Travel_Rarely,Sales,Master,Medical,Male,4,3,Sales Executive,4,No,3,3,2,14,Depok,Universitas Indonesia,17740000,One,1,Divorced,2022
292,6/14/1992,30,2011,No,Non-Travel,Research & Development,Undergraduate,Life Sciences,Male,3,3,Manufacturing Director,3,No,4,3,3,11,Jakarta Utara,Institut Pertanian Bogor,14658400,One,0,Singgle,2022
293,9/23/1995,27,2015,No,Travel_Frequently,Sales,Undergraduate,Life Sciences,Female,4,2,Sales Executive,3,No,3,4,3,7,Tangerang Selatan,Universitas Indonesia,17069600,One,0,Singgle,2022
296,5/26/1971,51,2012,No,Travel_Rarely,Research & Development,Master,Life Sciences,Male,2,3,Research Director,2,No,3,4,1,10,Jakarta Utara,Universitas Diponegoro,21084000,Booster,2,Married,2022
297,5/8/1992,30,2017,Yes,Travel_Rarely,Research & Development,Undergraduate,Technical Degree,Female,4,1,Research Scientist,1,Yes,3,3,3,5,Bogor,Universitas Indonesia,5351200,Two,1,Divorced,2022
298,3/11/1981,41,2021,No,Travel_Rarely,Sales,Undergraduate,Life Sciences,Female,4,3,Manager,4,Yes,3,3,3,1,Jakarta Utara,Institut Teknologi Sepuluh Nopember,22845600,One,0,Singgle,2022
299,6/29/1992,30,2016,Yes,Travel_Frequently,Sales,Master,Marketing,Female,3,2,Sales Executive,1,No,3,3,2,6,Jakarta Utara,Institut Pertanian Bogor,11813600,Booster,2,Married,2022
300,10/13/1993,29,2016,Yes,Travel_Rarely,Research & Development,Undergraduate,Technical Degree,Male,3,1,Research Scientist,3,No,3,4,2,6,Jakarta Selatan,Universitas Indonesia,4392800,Two,1,Married,2022
302,7/16/1977,45,2003,No,Non-Travel,Sales,Undergraduate,Medical,Female,4,3,Sales Executive,4,No,3,4,3,19,Bekasi,Universitas Indonesia,15284000,One,0,Singgle,2022
303,5/26/1968,54,2016,No,Travel_Rarely,Sales,Undergraduate,Marketing,Female,4,2,Sales Executive,1,No,3,4,3,6,Jakarta Selatan,Universitas Pendidikan Indonesia,10604000,Booster,2,Married,2022
304,10/13/1986,36,2009,No,Travel_Rarely,Research & Development,Diploma,Life Sciences,Male,4,2,Laboratory Technician,2,No,3,4,4,13,Jakarta Selatan,Universitas Bina Nusantara,10562400,Two,0,Singgle,2022
305,1/8/1989,33,2019,No,Travel_Rarely,Research & Development,Master,Medical,Female,3,1,Research Scientist,2,No,4,4,3,3,Jakarta Pusat,Universitas Sebelas Maret,5295200,Two,0,Singgle,2022
306,11/6/1985,37,2012,No,Travel_Frequently,Research & Development,Undergraduate,Other,Male,2,3,Research Director,4,Yes,3,3,3,10,Tangerang Selatan,Universitas Padjadjaran,20596000,Two,0,Singgle,2022
307,5/25/1984,38,2006,No,Travel_Rarely,Sales,Undergraduate,Life Sciences,Male,1,3,Sales Executive,3,No,3,3,2,16,Bogor,Universitas Pendidikan Indonesia,18074400,Two,0,Singgle,2022
308,6/10/1991,31,2017,No,Non-Travel,Research & Development,Master,Medical,Male,3,2,Manufacturing Director,3,No,3,4,3,5,Tangerang,Universitas Indonesia,8052000,Booster,2,Divorced,2022
309,11/8/1963,59,2021,No,Travel_Rarely,Research & Development,Undergraduate,Life Sciences,Male,3,1,Research Scientist,4,No,3,1,3,1,Bekasi,Universitas Gadjah Mada,4583200,Two,1,Married,2022
311,10/13/1985,37,2013,No,Travel_Frequently,Sales,Master,Marketing,Male,1,1,Sales Representative,4,No,3,3,3,9,Jakarta Pusat,Universitas Brawijaya,5568800,Two,1,Married,2022
312,5/14/1993,29,2011,No,Travel_Frequently,Sales,Undergraduate,Medical,Female,2,3,Sales Executive,4,No,3,4,3,11,Tangerang Selatan,Universitas Padjadjaran,13768800,One,0,Singgle,2022
314,6/10/1987,35,2012,No,Travel_Frequently,Sales,Undergraduate,Marketing,Female,3,3,Sales Executive,3,No,3,1,4,10,Depok,Universitas Indonesia,15162400,One,3,Married,2022
315,5/25/1993,29,2018,Yes,Travel_Rarely,Research & Development,Undergraduate,Medical,Male,3,1,Research Scientist,4,Yes,3,3,2,4,Bogor,Universitas Negeri Malang,4922400,One,1,Married,2022
316,6/28/1970,52,2020,No,Travel_Rarely,Research & Development,Undergraduate,Life Sciences,Female,3,1,Laboratory Technician,4,No,3,2,2,2,Jakarta Pusat,Universitas Brawijaya,6239200,Two,0,Singgle,2022
319,5/13/1980,42,2000,No,Travel_Rarely,Research & Development,Diploma,Technical Degree,Male,3,5,Manager,4,No,3,4,3,22,Tangerang Selatan,Universitas Gadjah Mada,31871200,Two,2,Married,2022
321,1/10/1963,59,2020,No,Travel_Rarely,Human Resources,Diploma,Medical,Male,2,1,Human Resources,3,No,3,4,2,2,Jakarta Utara,Institut Teknologi Sepuluh Nopember,4727200,One,1,Married,2022
323,8/15/1972,50,2015,No,Travel_Rarely,Sales,Master,Medical,Female,4,5,Manager,4,No,3,3,2,7,Tangerang,Others,32327200,Booster,0,Singgle,2022
325,11/8/1989,33,2017,Yes,Travel_Rarely,Research & Development,Undergraduate,Medical,Male,3,1,Laboratory Technician,4,Yes,3,3,1,5,Jakarta Selatan,Universitas Airlangga,4997600,Two,0,Singgle,2022
327,3/16/1979,43,2005,No,Travel_Rarely,Sales,Undergraduate,Marketing,Female,4,4,Manager,4,Yes,4,3,3,17,Tangerang,Universitas Bina Nusantara,26802400,One,0,Singgle,2022
